name,type,address_street,address_number,address_neighborhood,address_city,address_state,address_zip,phone,whatsapp,opening_hours,instructions
Hospital Universitário Alzira Velano,COLLECTION_POINT,Rua Geraldo Freitas da Costa,120,Cruz Preta,Alfenas,MG,37132-202,35-3299-3620,,,
PCLH - Hospital Maternidade Therezinha de Jesus,COLLECTION_POINT,Rua Dirceu de Andrade,33,São Mateus,Juiz de Fora,MG,36025-330,32-4009-2277,,,
PCLH - Santa Casa de Misericórdia de Juiz de Fora,COLLECTION_POINT,Avenida Barão do Rio Branco,3353,Alto dos Passos,Juiz de Fora,MG,36021-630,32-3229-2211,,,
PCLH - Serviço de Incentivo e Apoio ao Aleitamento Materno - SIAAM,COLLECTION_POINT,Praça Honorato Alves,22,Centro,Montes Claros,MG,39400-000,38-3229-2353,,,
Posto de Coleta Copo de Leite - Maternidade Municipal de Contagem,COLLECTION_POINT,Av. João César de Oliveira,4495,Cinco,Contagem,MG,32341-001,,,,
Posto de Coleta da Santa Casa de Misericórdia de São João del-Rei,COLLECTION_POINT,Av. Tiradentes,389,Centro,São João del-Rei,MG,36307-318,32-3379-2017,,,
Posto de Coleta de Ibirité,COLLECTION_POINT,Avenida São Paulo,1108,Macaíbas,Ibirité,MG,32400-000,31-3533-6135,,,
Posto de Coleta de Leite Humano da Santa Casa de Misericórdia de Araguari,COLLECTION_POINT,Praça Dom Almir Marques Ferreira,02,Rosário,Araguari,MG,38440-036,34-3249-1518,,,
Posto de Coleta de Leite Humano da Santa Casa de Misericórdia de Barbacena,COLLECTION_POINT,Padre Toledo,,São Sebastião,Barbacena,MG,36202-290,32-3339-2420,,,
Posto de Coleta de Leite Humano da Santa Casa de Patrocínio,COLLECTION_POINT,Praça Honório Nunes,552,Centro,Patrocínio,MG,38740-120,34-3839-1088,,,
Posto de Coleta de Leite Humano do MPHU,COLLECTION_POINT,Avenida Nenê Sabino,2477,Santos Dumont,Uberaba,MG,38050-501,,,,
Posto de Coleta de Leite Humano Frei Theodoro (PI),COLLECTION_POINT,Rua Montes Claros,1237,Santo Antônio,Pirapora,MG,39270-000,38-3740-1079,,,
Posto de Coleta de Leite Humano Hospital Metropolitano Odilon Behrens,COLLECTION_POINT,Rua Formiga,50,Lagoinha,Belo Horizonte,MG,31110-430,31-3277-6137,,,
Posto de Coleta de Leite Humano Mama Bebê da URS Saudade,COLLECTION_POINT,Rua Vinte e Oito de Setembro,372,Esplanada,Belo Horizonte,MG,30280-050,31-3277-3772,,,
Posto de Coleta de Leite Humano Maternidade Hospital Júlia Kubitschek,COLLECTION_POINT,Rua Dr. Cristiano Rezende,2745,Milionários,Belo Horizonte,MG,30610-720,31-3389-7880,,,
Posto de Coleta de Leite Humano Santa Casa São Sebastião do Paraíso,COLLECTION_POINT,Praça Com. João Pio F. Westin,92,Mocoquinha,São Sebastião do Paraíso,MG,37950-000,35-3529-1300,,,
Posto de Coleta de Nova Lima - Unidade José de Almeida,COLLECTION_POINT,Rua Doutor Lunds,200,Vila Aparecida,Nova Lima,MG,34004-484,31-3180-6064,,,
Posto de Coleta de Pouso Alegre,COLLECTION_POINT,Rua Comendador José Garcia,777,Centro,Pouso Alegre,MG,37550-000,35-3429-3276,,,
Posto de Coleta de São Lourenço,COLLECTION_POINT,Ida Lage,310,Federal,São Lourenço,MG,37470-000,,,,
Posto de Coleta do Hospital Regional Dr. João Penido,COLLECTION_POINT,Avenida Juiz de Fora,2555,Grama,Juiz de Fora,MG,36048-000,32-3691-9595,,,
Posto de Coleta do Hospital São João de Deus - Divinópolis,COLLECTION_POINT,Rua do Cobre,800,Niterói,Divinópolis,MG,35500-227,37-3229-7600,,,
Posto de Coleta Fundação Hospitalar São Sebastião - Três Corações,COLLECTION_POINT,Rua Pedro Bonesio,236,Centro,Três Corações,MG,37410-000,35-3239-3960,,,
Posto de Coleta Hospital das Clínicas Dr. Mário Ribeiro (HC),COLLECTION_POINT,Rua Plínio Ribeiro,539,Jardim Brasil,Montes Claros,MG,39401-222,38-3218-8178,,,
Posto de Coleta Hospital Margarida,COLLECTION_POINT,Rua Dr. Geraldo Soares de Sá,S/N,Vila Tanque,João Monlevade,MG,35930-437,31-3859-3144,,,
Posto de Coleta Hospital Nossa Senhora das Graças - Sete Lagoas,COLLECTION_POINT,Rua Teófilo Otoni,224,Centro,Sete Lagoas,MG,35701-007,31-2107-6091,,,
Posto de Coleta Leopoldina - Polo de Saúde Agostinho Pestana,COLLECTION_POINT,Rua Santa Filomena,250,Centro,Leopoldina,MG,36700-000,32-3670-0000,,,
Posto de Coleta Maternidade Maria Barbosa Clemente de Faria HUCF-Unimontes,COLLECTION_POINT,Av. Cula Mangabeira,562,Santo Expedito,Montes Claros,MG,39400-000,38-3224-4000,,,
Posto de Coleta Maternidade Risoleta Neves,COLLECTION_POINT,Rua da Gabirobas,01,Vila Clóris,Belo Horizonte,MG,31744-012,,,,
Posto de Coleta Nossa Senhora da Saúde (DI),COLLECTION_POINT,Praça Redelvim Andrade,564,Centro,Diamantina,MG,39100-000,38-3532-1500,,,
Posto de Coleta Santa Casa de Alfenas,COLLECTION_POINT,Rua João Paulino Damaceno,1193,Santa Rita,Alfenas,MG,37130-000,,,,
Posto de Coleta Vera Vinha - UFTM,COLLECTION_POINT,Av. Getúlio Guaritá,130,Abadia,Uberaba,MG,38100-000,34-3318-5000,,,
