name,type,address_street,address_number,address_neighborhood,address_city,address_state,address_zip,phone,whatsapp,opening_hours,instructions
BLH do Centro Neonatal do Instituto da Criança e do Adolescente do HCFMUSP,MILK_BANK,Av. Dr. Enéas de Carvalho Aguiar,255,Cerqueira César,São Paulo,SP,05403-900,11-2661-8946,,,
Banco de Leite Humano Enfa. Anália Heck - HC Ribeirão Preto - USP,MILK_BANK,Rua Tenente Catão Roxo,2701,Monte Alegre,Ribeirão Preto,SP,14051-140,16-3602-1340,,,
Banco de Leite Humano Maria José Guardia Mattar - Hospital Maternidade Leonor M. Barros,MILK_BANK,Avenida Celso Garcia,2477,Belenzinho,São Paulo,SP,03015-000,11-2847-7294,,,
Centro de Referência de Saúde da Mulher de Ribeirão Preto - Mater,COLLECTION_POINT,Av. Wanderley Taffo,330,Quintino Facci II,Ribeirão Preto,SP,14070-250,16-3962-8200,,,
Edmir Franco Simões - Lucélia,COLLECTION_POINT,Ricieri Pernomian,601,Centro,Lucélia,SP,17780-000,14-3551-9030,,,
Hospital Estadual Sapopemba,COLLECTION_POINT,Rua Manoel França dos Santos,174,Jardim Sapopemba,São Paulo,SP,03975-130,11-2014-6000,,,
Hospital Vila Nova Star,COLLECTION_POINT,Rua Dr. Alceu de Campos Rodrigues,126,Vila Nova Conceição,São Paulo,SP,04544-000,,,,
Jacto de Amor,COLLECTION_POINT,Doutor Luis Miranda,1700,Pirajá,Pompéia,SP,17580-000,14-3405-2100,,,
PCLH - Cândido Mota - Fonte de Vida,COLLECTION_POINT,Rua Antonio da Silva Vieira,226,Centro,Cândido Mota,SP,19880-000,18-3341-1373,,,
PCLH - Hospital e Maternidade São Joaquim,COLLECTION_POINT,Antonio Torres Penedo,300,São Joaquim,Franca,SP,14400-000,16-3711-7777,,,
PCLH - Hospital Regional de Franca,COLLECTION_POINT,Dr. Fernando Falleiros de Lima,2233,São José,Franca,SP,14400-000,16-3711-3133,,,
PCLH - Paraguaçu Paulista - Amor em Frasco,COLLECTION_POINT,Rua Barão do Rio Branco,350,Centro,Paraguaçu Paulista,SP,19700-043,18-3361-9611,,,
PCLH - PSF II - Alegria de Viver - Quintana,COLLECTION_POINT,Rua Francisco Mileiro,S/N,Santo Antônio,Quintana,SP,17670-000,14-3488-1422,,,
PCLH - Santa Casa de Misericórdia de Jales,COLLECTION_POINT,Avenida João Amadeu,2049,Centro,Jales,SP,15700-082,17-3622-5000,,,
PCLH - Santa Casa de Misericórdia de Votuporanga,COLLECTION_POINT,Rua Minas Gerais,3051,Parque Saúde,Votuporanga,SP,15500-003,17-3405-9133,,,
PCLH - C.S. Dr. José Carqueijo,COLLECTION_POINT,Praça São Sebastião,509,Centro,Santa Cruz do Rio Pardo,SP,18900-000,14-3332-2240,,,
Posto de Coleta Santa Casa de Misericórdia e Maternidade D. Zilda Salvagni,COLLECTION_POINT,Praça Dr. José Furiatti,153,Centro,Taquaritinga,SP,15900-000,16-3253-9230,,,
Posto de Coleta Unidade de Saúde da Família - Jardim Mosteiro,COLLECTION_POINT,Avenida Tiradentes,184,Jardim Mosteiro,Itanhaém,SP,11740-000,13-3426-3197,,,
"Posto de Coleta da Maternidade Jesus, José e Maria",COLLECTION_POINT,Av. Dr. Renato de Andrade Maia,1337,Parque Renato Maia,Guarulhos,SP,07114-000,11-2475-7777,,,
Posto de Coleta da Maternidade Pro Matre Paulista,COLLECTION_POINT,Rua Joaquim Eugênio de Lima,383,Bela Vista,São Paulo,SP,01403-001,11-3269-2279,,,
Posto de Coleta da Santa Casa de Misericórdia de Araçatuba,COLLECTION_POINT,Conselheiro Oscar Rodrigues Alves,1092,Vila Mendonça,Araçatuba,SP,16015-030,18-3607-3218,,,
Posto de Coleta da Santa Casa de Misericórdia de São José do Rio Preto,COLLECTION_POINT,Rua Fritz Jacobs,1236,Boa Vista,São José do Rio Preto,SP,15025-500,17-2139-9200,,,
Posto de Coleta de Leite Humano - Hospital Modelo,COLLECTION_POINT,Rua Afonso Pedrazzi,180,Vila Trujillo,Sorocaba,SP,18060-450,15-3212-7600,,,
Posto de Coleta de Leite Humano - PSF Murilo Senne - Oriente,COLLECTION_POINT,Rua João Alves de Lima,40,Centro,Oriente,SP,17570-000,14-3456-1161,,,
Posto de Coleta de Leite Humano Amor em Gotas - Ocauçu,COLLECTION_POINT,Avenida Monsenhor Manoel Perez Descamps,43,N. H. Elídio Bráulio de Menezes,Ocauçu,SP,17540-000,14-3475-7104,,,
Posto de Coleta de Leite Humano Amparo Maternal,COLLECTION_POINT,Rua Loefgren,101,Vila Clementino,São Paulo,SP,04040-033,,,,
Posto de Coleta de Leite Humano Chella e Moise Safra,COLLECTION_POINT,Rua Napoleão de Barros,754,Vila Clementino,São Paulo,SP,04024-002,11-5576-4107,,,
Posto de Coleta de Leite Humano da Maternidade Santa Isabel,COLLECTION_POINT,Rua Araújo Leite,2627,Vila Santa Tereza,Bauru,SP,17012-055,14-3213-2800,,,
Posto de Coleta de Leite Humano da Santa Casa de Itu,COLLECTION_POINT,Rua Joaquim Bernardes Borges,372,Centro,Itu,SP,13300-025,11-4013-8000,,,
Posto de Coleta de Leite Humano da Santa Casa de Misericórdia de Ribeirão Preto,COLLECTION_POINT,Rua Pernambuco,176,Campos Elíseos,Ribeirão Preto,SP,14080-370,16-3961-9111,,,
Posto de Coleta de Leite Humano da Santa Casa de Misericórdia de Sorocaba,COLLECTION_POINT,Avenida São Paulo,750,Jardim Árvore Grande,Sorocaba,SP,18013-000,15-2101-8000,,,
Posto de Coleta de Leite Humano de Mogi Mirim,COLLECTION_POINT,Rua Maestro Azevedo,124,Centro,Mogi Mirim,SP,13800-200,,,,
Posto de Coleta de Leite Humano de Praia Grande,COLLECTION_POINT,Rua Dair Borges,550,Boqueirão,Praia Grande,SP,11701-210,13-3476-4433,,,
Posto de Coleta de Leite Humano do Hospital Municipal Tide Setúbal,COLLECTION_POINT,Rua Dr. José Guilherme Eiras,123,São Miguel Paulista,São Paulo,SP,08010-220,11-3394-8779,,,
Posto de Coleta de Leite Humano do Hospital do Coração - HCOR,COLLECTION_POINT,Rua Desembargador Eliseu Guilherme,123,Paraíso,São Paulo,SP,04004-030,11-3053-6611,,,
Posto de Coleta de Leite Humano do Hospital Estadual de Francisco Morato,COLLECTION_POINT,Rodovia Manoel Silvério Pinto,25,Belém,Francisco Morato,SP,07901-155,11-4489-9444,,,
Posto de Coleta de Leite Humano do Hospital Estadual de Vila Alpina,COLLECTION_POINT,Rua Francisco Falconi,1501,Vila Alpina,São Paulo,SP,03227-000,11-2318-2100,,,
Posto de Coleta de Leite Humano do Hospital Geral de Guarulhos,COLLECTION_POINT,Alameda dos Lírios,200,CECAP,Guarulhos,SP,07190-912,11-3466-1369,,,
Posto de Coleta de Leite Humano do Hospital Maternidade Santa Maria,COLLECTION_POINT,Rua Leôncio de Carvalho,233,Paraíso,São Paulo,SP,04003-010,,,,
Posto de Coleta de Leite Humano Gota de Amor - Alvinlândia,COLLECTION_POINT,Rua Getúlio Vargas,66,Centro,Alvinlândia,SP,17430-000,14-3473-1131,,,
Posto de Coleta de Leite Humano Gota de Esperança - Adamantina,COLLECTION_POINT,Av. Vitório Romanini,16,Centro,Adamantina,SP,17800-000,18-3502-3144,,,
Posto de Coleta de Leite Humano Gotas que Salvam - Pacaembu,COLLECTION_POINT,Av. Estelio Machado Loureiro,864,Esplanada,Pacaembu,SP,17860-000,18-3862-1911,,,
Posto de Coleta de Leite Humano Luzia Valila do Nascimento,COLLECTION_POINT,Rua Sinharinha Frota,556,Centro,Matão,SP,15990-060,16-3383-2500,,,
Posto de Coleta de Leite Humano Nilza Semençato dos Santos - Garça,COLLECTION_POINT,Rua Dr. Orlando Thiago dos Santos,125,Vila Willians,Garça,SP,16400-400,14-3471-0999,,,
Posto de Coleta de Leite Humano Sely Lauand,COLLECTION_POINT,Rua Carlos Gomes,1610,Centro,Araraquara,SP,,16-3305-1530,,,
Posto de Coleta de Osvaldo Cruz,COLLECTION_POINT,Rua João Caliman,120,Centro,Osvaldo Cruz,SP,17702-446,18-3528-1475,,,
Posto de Coleta do Hospital da Criança e Maternidade de São José do Rio Preto,COLLECTION_POINT,Avenida Jamil Feres Kfouri,60,Jardim Panorama,São José do Rio Preto,SP,15091-240,17-3201-5000,,,
Posto de Coleta do Hospital Estadual Sumaré,COLLECTION_POINT,Av. da Amizade,2400,Jardim Bela Vista,Sumaré,SP,13175-490,19-3883-8902,,,
Posto de Coleta do Hospital Maternidade Interlagos Waldemar Seyssel - Arrelia,COLLECTION_POINT,Rua Leonor Alvim,211,Cidade Dutra,São Paulo,SP,04802-190,,,,
Posto de Coleta Ilhabela e Centro de Incentivo ao Aleitamento Materno,COLLECTION_POINT,Rua Carolina Vanderstappen,275,Perequê,Ilhabela,SP,11630-000,12-3896-5010,,,
Posto de Coleta Móvel BLH São José do Rio Preto,COLLECTION_POINT,Avenida dos Estudantes,1886,Jardim Aeroporto,São José do Rio Preto,SP,15025-310,17-3214-3422,,,
Posto de Coleta Móvel Gotinhas de Amor - Campos Novos Paulista,COLLECTION_POINT,Rua Marechal Deodoro,112,Centro,Campos Novos Paulista,SP,19960-000,14-3476-1107,,,
Posto de Coleta Santa Terezinha - Lupércio,COLLECTION_POINT,Praça Antonio Daun,67,Santa Terezinha,Lupércio,SP,17420-000,14-3474-1135,,,
Posto de Coleta Unimed,COLLECTION_POINT,Rua Santa Cruz,620,Centro,Limeira,SP,13480-042,,,,
Sala Aconchego,COLLECTION_POINT,Rua Sete de Setembro,1189,Centro,Agudos,SP,17120-072,14-3262-0722,,,
UBS Dores 2,COLLECTION_POINT,Avenida Vitório Bortolan,1080,Parque Nossa Senhora das Dores,Limeira,SP,13483-132,19-3446-2902,,,
